"subject" "activity" "featDomain" "featAcceleration" "featInstrument" "featJerk" "featMagnitude" "featVariable" "featAxis" "count" "average"
"18590" 28 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "NA" "NA" 540 -0.452774480874444
"18591" 28 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 108 -0.118897603236111
"18592" 28 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 54 -0.436273009814815
"18593" 28 "WALKING_DOWNSTAIRS" "NA" "NA" "NA" "NA" "NA" "NA" "NA" 138 -0.132392604181159
"18594" 28 "WALKING_DOWNSTAIRS" "NA" "NA" "Gyroscope" "NA" "NA" "NA" "NA" 46 0.272631873347826
"18595" 28 "WALKING_DOWNSTAIRS" "NA" "NA" "Gyroscope" "Jerk" "NA" "NA" "NA" 46 -0.168532357223913
"18596" 28 "WALKING_DOWNSTAIRS" "NA" "Body" "Accelerometer" "NA" "NA" "NA" "NA" 46 -0.13313541226087
"18597" 28 "WALKING_DOWNSTAIRS" "NA" "Body" "Accelerometer" "Jerk" "NA" "NA" "NA" 46 -0.049665982673913
"18598" 28 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "NA" "NA" 46 -0.0731965275434783
"18599" 28 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "NA" "X" 552 -0.0850413409682971
"18600" 28 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "NA" "Y" 506 -0.0805086769232134
"18601" 28 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "NA" "Z" 460 -0.0979426150894565
"18602" 28 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 46 -0.141096309502174
"18603" 28 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 46 0.00710564286763044
"18604" 28 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 46 0.138622425584783
"18605" 28 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 46 -0.268106330991304
"18606" 28 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 46 -0.259368686847826
"18607" 28 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 46 -0.307025006304348
"18608" 28 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "Magnitude" "NA" "NA" 506 -0.116762259983202
"18609" 28 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 46 -0.068246324026087
"18610" 28 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 46 -0.22448414468913
"18611" 28 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "NA" "NA" 46 -0.343457473913043
"18612" 28 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "NA" "X" 552 0.0394042133490942
"18613" 28 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "NA" "Y" 506 -0.0894908197405534
"18614" 28 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "NA" "Z" 460 -0.0730370590762391
"18615" 28 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "X" 46 -0.0266492977565217
"18616" 28 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Y" 46 -0.0570410865136957
"18617" 28 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Z" 46 -0.077617393146087
"18618" 28 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "X" 46 -0.16394489726087
"18619" 28 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Y" 46 -0.424567878478261
"18620" 28 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Z" 46 -0.336212734130435
"18621" 28 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "NA" "NA" 506 -0.196415391538123
"18622" 28 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 46 -0.340417305565217
"18623" 28 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 46 -0.407132335434783
"18624" 28 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "NA" "NA" 46 0.0796907075391304
"18625" 28 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "NA" "X" 552 -0.0391026470760688
"18626" 28 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "NA" "Y" 506 -0.0173829753955652
"18627" 28 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "NA" "Z" 460 -0.136531959898228
"18628" 28 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 46 0.293642076521739
"18629" 28 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 46 -0.0220230465913043
"18630" 28 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 46 -0.10858897408913
"18631" 28 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "X" 46 0.125712887943478
"18632" 28 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 46 0.156496646504348
"18633" 28 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 46 -0.341031811521739
"18634" 28 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "Magnitude" "NA" "NA" 506 -0.0171640630495455
"18635" 28 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 46 0.104359216580435
"18636" 28 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 46 0.135465563932609
"18637" 28 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "NA" "NA" 46 -0.0697288290708696
"18638" 28 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "NA" "X" 552 -0.0433938659868116
"18639" 28 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "NA" "Y" 506 0.0376811098922332
"18640" 28 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "NA" "Z" 460 -0.0882863927257609
"18641" 28 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 46 0.0972653457891304
"18642" 28 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 46 0.0143450903413043
"18643" 28 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 46 0.00123950141304348
"18644" 28 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 46 -0.0167652227782609
"18645" 28 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 46 0.0265530133695652
"18646" 28 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 46 -0.427053261304348
"18647" 28 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "NA" "NA" 506 -0.067166830660749
"18648" 28 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 46 -0.0707560279130435
"18649" 28 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 46 -0.0418872609934783
"18650" 28 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "NA" "NA" 46 -0.13651922031087
"18651" 28 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "NA" "X" 552 0.0782024787844203
"18652" 28 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "NA" "Y" 506 -0.374394671806239
"18653" 28 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "NA" "Z" 460 -0.397499996099783
"18654" 28 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "X" 46 0.929291680434783
"18655" 28 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Y" 46 -0.235897105217391
"18656" 28 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Z" 46 -0.121477255782609
"18657" 28 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "X" 46 -0.956921542391304
"18658" 28 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Y" 46 -0.948404212173913
"18659" 28 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Z" 46 -0.91705975
"18660" 28 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "NA" "NA" 506 -0.0171640630495455
"18661" 28 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 46 0.104359216580435
"18662" 28 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "SD" "NA" 46 0.135465563932609
"18663" 28 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "NA" "NA" 1978 -0.812585938509151
"18664" 28 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "NA" "X" 414 -0.375338330568357
"18665" 28 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "NA" "Y" 414 -0.433062021904973
"18666" 28 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "NA" "Z" 414 -0.43036588726087
"18667" 28 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 92 -0.0611495885108696
"18668" 28 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 92 -0.140815437057609
"18669" 28 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 92 -0.098321783948913
"18670" 28 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "X" 46 -0.345453346086956
"18671" 28 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 46 -0.293108364565217
"18672" 28 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 46 -0.416505886304348
"18673" 28 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "NA" "NA" 460 -0.416183329119783
"18674" 28 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 92 -0.0542328706531522
"18675" 28 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 46 -0.362903836717391
"18676" 28 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "NA" "NA" 460 -0.426469891350652
"18677" 28 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 92 -0.132730294065435
"18678" 28 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 46 -0.464722244347826
"18679" 28 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "NA" "NA" 1978 -0.657873596539434
"18680" 28 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "NA" "X" 414 -0.115866907882271
"18681" 28 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "NA" "Y" 414 -0.2962146584893
"18682" 28 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "NA" "Z" 414 -0.504490797619324
"18683" 28 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 92 -0.131061546195652
"18684" 28 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 92 0.0990246772532609
"18685" 28 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 92 -0.0530656610641304
"18686" 28 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "X" 46 0.137797082826087
"18687" 28 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 46 0.065301199843913
"18688" 28 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 46 -0.416940283043478
"18689" 28 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "NA" "NA" 460 -0.222026416567391
"18690" 28 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 92 0.11476886417163
"18691" 28 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 46 -0.074058597676087
"18692" 28 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "NA" "NA" 1978 -0.682508259816229
"18693" 28 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "NA" "X" 414 -0.250828131939855
"18694" 28 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "NA" "Y" 414 -0.275271889197585
"18695" 28 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "NA" "Z" 414 -0.452617719188406
"18696" 28 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 92 -0.151904760953261
"18697" 28 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 92 -0.203192728294565
"18698" 28 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 92 -0.219459972733152
"18699" 28 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 46 -0.0980112293695652
"18700" 28 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 46 -0.00175391954565217
"18701" 28 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 46 -0.48848835173913
"18702" 28 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "NA" "NA" 460 -0.239789933680652
"18703" 28 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 92 0.0208587223597826
"18704" 28 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 46 -0.0883598523695652
"18705" 28 "WALKING_UPSTAIRS" "NA" "NA" "NA" "NA" "NA" "NA" "NA" 153 -0.0196788808496732
"18706" 28 "WALKING_UPSTAIRS" "NA" "NA" "Gyroscope" "NA" "NA" "NA" "NA" 51 0.099432944627451
"18707" 28 "WALKING_UPSTAIRS" "NA" "NA" "Gyroscope" "Jerk" "NA" "NA" "NA" 51 -0.0369654482882353
"18708" 28 "WALKING_UPSTAIRS" "NA" "Body" "Accelerometer" "NA" "NA" "NA" "NA" 51 0.0617588462745098
"18709" 28 "WALKING_UPSTAIRS" "NA" "Body" "Accelerometer" "Jerk" "NA" "NA" "NA" 51 0.050281174772549
"18710" 28 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "NA" "NA" 51 -0.243481760398039
"18711" 28 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "NA" "X" 612 -0.110287414100327
"18712" 28 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "NA" "Y" 561 -0.0913340536345811
"18713" 28 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "NA" "Z" 510 -0.0744227921308823
"18714" 28 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 51 -0.129362970764706
"18715" 28 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 51 0.0212250958019608
"18716" 28 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 51 0.103720987705882
"18717" 28 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 51 -0.518818227843137
"18718" 28 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 51 -0.479319521372549
"18719" 28 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 51 -0.189306812833333
"18720" 28 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "Magnitude" "NA" "NA" 561 -0.204803084134296
"18721" 28 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 51 -0.263415282690196
"18722" 28 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 51 -0.476923344705882
"18723" 28 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "NA" "NA" 51 -0.627190755686275
"18724" 28 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "NA" "X" 612 -0.0497889378534641
"18725" 28 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "NA" "Y" 561 -0.16619132435615
"18726" 28 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "NA" "Z" 510 -0.183416138495769
"18727" 28 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "X" 51 -0.080568055454902
"18728" 28 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Y" 51 -0.0492552129156863
"18729" 28 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Z" 51 -0.0752610437019608
"18730" 28 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "X" 51 -0.494282913529412
"18731" 28 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Y" 51 -0.690571101960784
"18732" 28 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Z" 51 -0.603568264117647
"18733" 28 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "NA" "NA" 561 -0.326918473897326
"18734" 28 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 51 -0.620279797647059
"18735" 28 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 51 -0.670132120784314
"18736" 28 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "NA" "NA" 51 -0.202373290784314
"18737" 28 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "NA" "X" 612 -0.135979198508137
"18738" 28 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "NA" "Y" 561 -0.125464971646399
"18739" 28 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "NA" "Z" 510 -0.15475129512849
"18740" 28 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 51 0.262005841764706
"18741" 28 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 51 -0.0279443943478431
"18742" 28 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 51 -0.121514025692157
"18743" 28 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "X" 51 -0.242062430294118
"18744" 28 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 51 -0.146753877035294
"18745" 28 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 51 -0.28598691372549
"18746" 28 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "Magnitude" "NA" "NA" 561 -0.161348603810553
"18747" 28 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 51 -0.186240503960784
"18748" 28 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 51 -0.211928666470588
"18749" 28 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "NA" "NA" 51 -0.388379769803922
"18750" 28 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "NA" "X" 612 -0.151015259228268
"18751" 28 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "NA" "Y" 561 -0.0583956442787879
"18752" 28 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "NA" "Z" 510 -0.229141751255098
"18753" 28 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 51 0.0706831871117647
"18754" 28 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 51 0.0222985408245098
"18755" 28 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 51 0.00749081657058823
"18756" 28 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 51 -0.312671655921569
"18757" 28 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 51 -0.331602407372549
"18758" 28 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 51 -0.637488941176471
"18759" 28 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "NA" "NA" 561 -0.22214893125025
"18760" 28 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 51 -0.388086248235294
"18761" 28 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 51 -0.325362338235294
"18762" 28 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "NA" "NA" 51 0.368037337058824
"18763" 28 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "NA" "X" 612 0.0804238809101307
"18764" 28 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "NA" "Y" 561 -0.407965051592157
"18765" 28 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "NA" "Z" 510 -0.414856139352941
"18766" 28 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "X" 51 0.854508231764706
"18767" 28 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Y" 51 -0.333223996666667
"18768" 28 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Z" 51 -0.265207858431373
"18769" 28 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "X" 51 -0.944697800196078
"18770" 28 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Y" 51 -0.927641087843137
"18771" 28 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Z" 51 -0.900514013333333
"18772" 28 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "NA" "NA" 561 -0.161348603810553
"18773" 28 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 51 -0.186240503960784
"18774" 28 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "SD" "NA" 51 -0.211928666470588
"18775" 28 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "NA" "NA" 2193 -0.901642595148199
"18776" 28 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "NA" "X" 459 -0.469607487459695
"18777" 28 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "NA" "Y" 459 -0.489882195925708
"18778" 28 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "NA" "Z" 459 -0.288771254698257
"18779" 28 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 102 -0.259682692682353
"18780" 28 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 102 -0.386570366107843
"18781" 28 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 102 -0.310732758004902
"18782" 28 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "X" 51 -0.556383410588235
"18783" 28 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 51 -0.459989315686274
"18784" 28 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 51 -0.22624337505098
"18785" 28 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "NA" "NA" 510 -0.513335620262745
"18786" 28 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 102 -0.293737484105882
"18787" 28 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 51 -0.528187016862745
"18788" 28 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "NA" "NA" 510 -0.597875530862745
"18789" 28 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 102 -0.281687328458824
"18790" 28 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 51 -0.70485275745098
